year,state,sector-name,fuel-name,value,average_temp,monthly_mean_from_1901_to_2000,centroid_lon,centroid_lat
1992,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,177.19,43.31,43.54166666666666,-85.4371669561,44.3506813109
1992,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,80.03,41.02,40.06666666666667,-94.3090126515,46.3163329315
1992,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,48.18,62.92,63.625,-89.6652136847,32.750866634
1992,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,102.94,54.65,54.50833333333333,-92.47741015779998,38.3676131565
1992,Montana,Total carbon dioxide emissions from all sectors,All Fuels,30.51,43.95,41.13333333333333,-109.645148622,47.0335364218
1992,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,32.59,49.29,48.4,-99.8108090713,41.5271489603
1992,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,33.64,51.56,49.46666666666667,-116.65522549,39.3562373462
1992,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,14.39,41.72,42.34166666666666,-71.5775941473,43.6856317461
1992,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,117.35,51.32,51.458333333333336,-74.6607541123,40.1844273633
1992,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,50.93,52.64,52.85,-106.108388616,34.4213707591
1992,New York,Total carbon dioxide emissions from all sectors,All Fuels,198.83,43.78,44.48333333333333,-75.5031182762,42.9403901101
1992,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,121.29,58.36,58.50833333333333,-79.3723797543,35.5415341226
1992,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,47.63,41.7,39.69166666666667,-100.469321077,47.446338517
1992,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,249.26,50.34,50.40833333333333,-82.7900611953,40.291452206
1992,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,92.17,59.48,59.69166666666666,-97.5082927121,35.5834856477
1992,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,35.52,49.66,46.48333333333333,-120.555413394,43.93664816060001
1992,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,265.13,47.73,48.10833333333333,-77.7995595623,40.8738378455
1992,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,12.94,48.48,48.583333333333336,-71.5536120535,41.6760813901
1992,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,61.4,62.11,62.39166666666667,-80.8961396866,33.9079742468
1992,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,11.6,46.04,44.583333333333336,-100.230507516,44.4361607025
1992,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,106.25,57.16,57.68333333333333,-86.3433803654,35.8429870949
1992,Texas,Total carbon dioxide emissions from all sectors,All Fuels,570.79,64.42,64.64999999999999,-99.3506971451,31.4844643819
1992,Utah,Total carbon dioxide emissions from all sectors,All Fuels,54.97,49.11,47.54166666666666,-111.678216374,39.3237947509
1992,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,6.12,40.52,41.34166666666667,-72.6626493581,44.07519582519999
1992,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,97.38,54.58,54.79166666666666,-78.8122544727,37.5150238913
1992,Washington,Total carbon dioxide emissions from all sectors,All Fuels,80.32,48.96,46.15833333333333,-120.446866425,47.3809688818
1992,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,97.94,51.41,51.575,-80.6137119661,38.6425987436
1992,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,87.03,42.73,42.375,-90.0116942643,44.6380301915
1992,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,61.14,42.73,40.74166666666667,-107.551454075,42.999642032
1993,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,125.23,62.4,63.09166666666667,-86.8283719359,32.7898321918
1993,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,69.01,59.67,59.36666666666667,-111.664418336,34.2931098705
1993,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,50.39,59.28,60.39166666666667,-92.4392676639,34.8997453322
1993,California,Total carbon dioxide emissions from all sectors,All Fuels,341.88,57.54,57.375,-119.610698951,37.2460706736
1993,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,72.44,43.63,44.61666666666667,-105.547824721,38.9985518194
1993,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,38.03,48.67,48.04166666666666,-72.7257060428,41.6202863352
1993,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,19.13,54.95,54.175,-75.4004040929,38.8870164548
1993,Florida,Total carbon dioxide emissions from all sectors,All Fuels,193.54,70.48,70.125,-81.7974638723,28.628439264699995
1993,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,140.14,63.29,63.35833333333333,-83.4463418309,32.6492290722
1993,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,12.38,40.7,42.583333333333336,-114.659382348,44.0890895052
1993,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,204.13,50.83,51.60833333333333,-89.19839676140002,40.0650409125
1993,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,204.21,50.81,51.31666666666666,-86.2756397346,39.9081412284
1993,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,67.25,45.6,47.525000000000006,-93.50006496049998,42.0746268788
1993,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,71.33,51.69,54.15,-98.3802131736,38.4847081514
1993,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,134.57,55.01,55.48333333333333,-85.2904560935,37.5266674638
1993,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,201.04,65.69,66.36666666666666,-92.5856620163,31.0584069584
1993,Maine,Total carbon dioxide emissions from all sectors,All Fuels,18.76,39.98,40.10833333333333,-69.2266474552,45.3714334913
1993,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,69.62,54.32,53.78333333333333,-76.7724546076,39.0369222963
1993,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,80.79,47.34,46.95,-71.7986394244,42.2533023991
1993,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,178.07,43.3,43.55,-85.4371669561,44.3506813109
1993,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,84.57,38.84,40.09166666666666,-94.3090126515,46.3163329315
1993,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,50.46,62.79,63.63333333333333,-89.6652136847,32.750866634
1993,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,101.11,52.94,54.51666666666667,-92.47741015779998,38.3676131565
1993,Montana,Total carbon dioxide emissions from all sectors,All Fuels,28.06,39.19,41.141666666666666,-109.645148622,47.0335364218
1993,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,35.89,45.69,48.39166666666667,-99.8108090713,41.5271489603
1993,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,34.06,48.42,49.458333333333336,-116.65522549,39.3562373462
1993,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,14.87,42.54,42.35,-71.5775941473,43.6856317461
1993,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,114.44,52.28,51.44166666666666,-74.6607541123,40.1844273633
1993,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,51.81,53.02,52.825,-106.108388616,34.4213707591
1993,New York,Total carbon dioxide emissions from all sectors,All Fuels,193.49,44.27,44.49166666666667,-75.5031182762,42.9403901101
1993,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,126.69,58.82,58.53333333333333,-79.3723797543,35.5415341226
1993,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,47.91,38.0,39.7,-100.469321077,47.446338517
1993,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,253.79,50.49,50.425,-82.7900611953,40.291452206
1993,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,95.19,58.03,59.68333333333334,-97.5082927121,35.5834856477
1993,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,35.11,45.27,46.48333333333333,-120.555413394,43.93664816060001
1993,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,269.46,48.3,48.11666666666667,-77.7995595623,40.8738378455
1993,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,10.8,49.33,48.53333333333333,-71.5536120535,41.6760813901
1993,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,65.85,62.63,62.4,-80.8961396866,33.9079742468
1993,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,12.27,42.02,44.54166666666666,-100.230507516,44.4361607025
1993,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,116.99,57.16,57.65833333333333,-86.3433803654,35.8429870949
1993,Texas,Total carbon dioxide emissions from all sectors,All Fuels,587.17,64.04,64.61666666666666,-99.3506971451,31.4844643819
1993,Utah,Total carbon dioxide emissions from all sectors,All Fuels,56.68,46.63,47.51666666666667,-111.678216374,39.3237947509
1993,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,6.18,41.28,41.35,-72.6626493581,44.07519582519999
1993,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,101.68,55.13,54.79166666666666,-78.8122544727,37.5150238913
1993,Washington,Total carbon dioxide emissions from all sectors,All Fuels,75.22,45.33,46.10833333333333,-120.446866425,47.3809688818
1993,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,98.81,51.9,51.575,-80.6137119661,38.6425987436
1993,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,90.44,41.69,42.375,-90.0116942643,44.6380301915
1993,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,58.2,38.62,40.766666666666666,-107.551454075,42.999642032
1994,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,123.21,62.87,63.1,-86.8283719359,32.7898321918
1994,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,71.78,60.5,59.35833333333333,-111.664418336,34.2931098705
1994,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,54.3,60.3,60.40833333333333,-92.4392676639,34.8997453322
1994,California,Total carbon dioxide emissions from all sectors,All Fuels,359.25,58.06,57.39166666666667,-119.610698951,37.2460706736
1994,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,73.0,46.39,44.59166666666667,-105.547824721,38.9985518194
1994,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,37.38,48.67,48.04166666666666,-72.7257060428,41.6202863352
1994,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,18.47,54.78,54.2,-75.4004040929,38.8870164548
1994,Florida,Total carbon dioxide emissions from all sectors,All Fuels,201.17,71.31,70.125,-81.7974638723,28.628439264699995
1994,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,143.07,63.42,63.35,-83.4463418309,32.6492290722
1994,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,12.53,44.35,42.583333333333336,-114.659382348,44.0890895052
1994,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,203.85,51.79,51.625,-89.19839676140002,40.0650409125
1994,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,204.02,51.26,51.31666666666666,-86.2756397346,39.9081412284
1994,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,68.41,47.38,47.50833333333333,-93.50006496049998,42.0746268788
1994,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,71.62,54.9,54.15,-98.3802131736,38.4847081514
1994,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,132.5,55.16,55.48333333333333,-85.2904560935,37.5266674638
1994,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,206.11,66.34,66.39166666666667,-92.5856620163,31.0584069584
1994,Maine,Total carbon dioxide emissions from all sectors,All Fuels,20.15,40.34,40.10833333333333,-69.2266474552,45.3714334913
1994,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,70.87,54.1,53.76666666666667,-76.7724546076,39.0369222963
1994,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,81.1,47.46,46.90833333333333,-71.7986394244,42.2533023991
1994,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,185.91,43.63,43.55,-85.4371669561,44.3506813109
1994,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,86.19,40.71,40.05833333333333,-94.3090126515,46.3163329315
1994,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,50.15,63.39,63.625,-89.6652136847,32.750866634
1994,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,108.81,54.56,54.50833333333333,-92.47741015779998,38.3676131565
1994,Montana,Total carbon dioxide emissions from all sectors,All Fuels,31.0,42.8,41.141666666666666,-109.645148622,47.0335364218
1994,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,35.84,49.28,48.4,-99.8108090713,41.5271489603
1994,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,36.3,50.75,49.49166666666667,-116.65522549,39.3562373462
1994,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,14.94,42.58,42.35,-71.5775941473,43.6856317461
1994,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,124.05,51.97,51.425,-74.6607541123,40.1844273633
1994,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,51.75,54.3,52.825,-106.108388616,34.4213707591
1994,New York,Total carbon dioxide emissions from all sectors,All Fuels,191.68,44.12,44.50833333333333,-75.5031182762,42.9403901101
1994,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,121.86,58.72,58.50833333333333,-79.3723797543,35.5415341226
1994,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,48.23,39.95,39.708333333333336,-100.469321077,47.446338517
1994,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,250.24,50.22,50.39166666666667,-82.7900611953,40.291452206
1994,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,93.45,59.68,59.66666666666666,-97.5082927121,35.5834856477
1994,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,36.81,47.93,46.48333333333334,-120.555413394,43.93664816060001
1994,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,266.88,47.77,48.125,-77.7995595623,40.8738378455
1994,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,12.75,49.38,48.583333333333336,-71.5536120535,41.6760813901
1994,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,66.07,62.56,62.4,-80.8961396866,33.9079742468
1994,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,12.94,44.88,44.56666666666666,-100.230507516,44.4361607025
1994,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,111.68,57.42,57.66666666666666,-86.3433803654,35.8429870949
1994,Texas,Total carbon dioxide emissions from all sectors,All Fuels,587.08,65.51,64.64166666666667,-99.3506971451,31.4844643819
1994,Utah,Total carbon dioxide emissions from all sectors,All Fuels,57.77,49.61,47.53333333333333,-111.678216374,39.3237947509
1994,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,6.02,41.15,41.34166666666667,-72.6626493581,44.07519582519999
1994,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,100.58,55.0,54.775,-78.8122544727,37.5150238913
1994,Washington,Total carbon dioxide emissions from all sectors,All Fuels,80.32,47.94,46.13333333333333,-120.446866425,47.3809688818
1994,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,106.47,51.55,51.583333333333336,-80.6137119661,38.6425987436
1994,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,93.65,42.83,42.391666666666666,-90.0116942643,44.6380301915
1994,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,60.4,42.81,40.75833333333333,-107.551454075,42.999642032
1995,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,131.0,63.22,63.06666666666666,-86.8283719359,32.7898321918
1995,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,66.74,60.93,59.34166666666667,-111.664418336,34.2931098705
1995,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,57.67,60.63,60.41666666666666,-92.4392676639,34.8997453322
1995,California,Total carbon dioxide emissions from all sectors,All Fuels,348.75,58.74,57.35833333333333,-119.610698951,37.2460706736
1995,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,73.06,45.67,44.61666666666667,-105.547824721,38.9985518194
1995,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,36.71,49.42,48.04166666666666,-72.7257060428,41.6202863352
1995,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,17.52,55.48,54.19166666666666,-75.4004040929,38.8870164548
1995,Florida,Total carbon dioxide emissions from all sectors,All Fuels,206.85,70.98,70.125,-81.7974638723,28.628439264699995
1995,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,151.56,63.69,63.35,-83.4463418309,32.6492290722
1995,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,13.32,43.57,42.60833333333333,-114.659382348,44.0890895052
1995,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,207.88,51.92,51.64166666666667,-89.19839676140002,40.0650409125
1995,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,209.43,51.91,51.333333333333336,-86.2756397346,39.9081412284
1995,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,71.8,47.37,47.50833333333333,-93.50006496049998,42.0746268788
1995,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,69.55,54.05,54.125,-98.3802131736,38.4847081514
1995,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,137.96,55.64,55.46666666666667,-85.2904560935,37.5266674638
1995,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,206.97,66.9,66.425,-92.5856620163,31.0584069584
1995,Maine,Total carbon dioxide emissions from all sectors,All Fuels,18.85,41.23,40.10833333333333,-69.2266474552,45.3714334913
1995,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,70.5,54.78,53.78333333333333,-76.7724546076,39.0369222963
1995,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,78.54,48.17,46.93333333333334,-71.7986394244,42.2533023991
1995,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,188.95,44.63,43.56666666666666,-85.4371669561,44.3506813109
1995,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,88.96,40.63,40.083333333333336,-94.3090126515,46.3163329315
1995,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,51.58,63.77,63.63333333333333,-89.6652136847,32.750866634
1995,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,115.97,54.41,54.51666666666667,-92.47741015779998,38.3676131565
1995,Montana,Total carbon dioxide emissions from all sectors,All Fuels,30.69,41.88,41.141666666666666,-109.645148622,47.0335364218
1995,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,38.41,48.59,48.36666666666667,-99.8108090713,41.5271489603
1995,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,35.49,50.79,49.48333333333333,-116.65522549,39.3562373462
1995,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,15.06,43.6,42.34166666666667,-71.5775941473,43.6856317461
1995,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,123.76,52.84,51.458333333333336,-74.6607541123,40.1844273633
1995,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,50.38,54.34,52.825,-106.108388616,34.4213707591
1995,New York,Total carbon dioxide emissions from all sectors,All Fuels,197.39,45.62,44.50833333333333,-75.5031182762,42.9403901101
1995,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,128.31,58.75,58.50833333333333,-79.3723797543,35.5415341226
1995,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,48.13,39.88,39.708333333333336,-100.469321077,47.446338517
1995,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,252.71,50.76,50.40833333333333,-82.7900611953,40.291452206
1995,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,94.62,59.52,59.675,-97.5082927121,35.5834856477
1995,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,34.14,47.97,46.49166666666667,-120.555413394,43.93664816060001
1995,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,269.74,48.85,48.10833333333333,-77.7995595623,40.8738378455
1995,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,12.03,50.23,48.56666666666666,-71.5536120535,41.6760813901
1995,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,65.15,62.74,62.375,-80.8961396866,33.9079742468
1995,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,12.75,44.76,44.56666666666666,-100.230507516,44.4361607025
1995,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,118.57,57.7,57.675,-86.3433803654,35.8429870949
1995,Texas,Total carbon dioxide emissions from all sectors,All Fuels,590.42,65.29,64.625,-99.3506971451,31.4844643819
1995,Utah,Total carbon dioxide emissions from all sectors,All Fuels,58.0,49.06,47.55,-111.678216374,39.3237947509
1995,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,5.99,42.69,41.35833333333333,-72.6626493581,44.07519582519999
1995,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,103.02,55.34,54.8,-78.8122544727,37.5150238913
1995,Washington,Total carbon dioxide emissions from all sectors,All Fuels,78.23,47.52,46.125,-120.446866425,47.3809688818
1995,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,104.89,51.95,51.55833333333334,-80.6137119661,38.6425987436
1995,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,96.62,43.18,42.35833333333333,-90.0116942643,44.6380301915
1995,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,58.19,41.68,40.74166666666667,-107.551454075,42.999642032
1996,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,137.22,61.93,63.083333333333336,-86.8283719359,32.7898321918
1996,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,68.58,61.9,59.35,-111.664418336,34.2931098705
1996,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,60.19,59.4,60.41666666666666,-92.4392676639,34.8997453322
1996,California,Total carbon dioxide emissions from all sectors,All Fuels,349.81,59.6,57.375,-119.610698951,37.2460706736
1996,Colorado,Total carbon dioxide emissions from all sectors,All Fuels,76.01,45.87,44.61666666666667,-105.547824721,38.9985518194
1996,Connecticut,Total carbon dioxide emissions from all sectors,All Fuels,39.42,47.95,48.025,-72.7257060428,41.6202863352
1996,Delaware,Total carbon dioxide emissions from all sectors,All Fuels,18.15,53.66,54.15,-75.4004040929,38.8870164548
1996,Florida,Total carbon dioxide emissions from all sectors,All Fuels,212.5,69.76,70.10000000000001,-81.7974638723,28.628439264699995
1996,Georgia,Total carbon dioxide emissions from all sectors,All Fuels,156.09,62.48,63.35833333333333,-83.4463418309,32.6492290722
1996,Idaho,Total carbon dioxide emissions from all sectors,All Fuels,13.78,43.25,42.6,-114.659382348,44.0890895052
1996,Illinois,Total carbon dioxide emissions from all sectors,All Fuels,222.24,50.02,51.60833333333333,-89.19839676140002,40.0650409125
1996,Indiana,Total carbon dioxide emissions from all sectors,All Fuels,214.12,49.81,51.29166666666666,-86.2756397346,39.9081412284
1996,Iowa,Total carbon dioxide emissions from all sectors,All Fuels,74.82,45.35,47.51666666666667,-93.50006496049998,42.0746268788
1996,Kansas,Total carbon dioxide emissions from all sectors,All Fuels,74.61,53.1,54.14166666666667,-98.3802131736,38.4847081514
1996,Kentucky,Total carbon dioxide emissions from all sectors,All Fuels,139.13,54.12,55.46666666666667,-85.2904560935,37.5266674638
1996,Louisiana,Total carbon dioxide emissions from all sectors,All Fuels,213.1,66.02,66.40833333333333,-92.5856620163,31.0584069584
1996,Maine,Total carbon dioxide emissions from all sectors,All Fuels,19.34,40.51,40.09166666666667,-69.2266474552,45.3714334913
1996,Maryland,Total carbon dioxide emissions from all sectors,All Fuels,72.69,52.92,53.75,-76.7724546076,39.0369222963
1996,Massachusetts,Total carbon dioxide emissions from all sectors,All Fuels,79.18,46.91,46.90833333333333,-71.7986394244,42.2533023991
1996,Michigan,Total carbon dioxide emissions from all sectors,All Fuels,194.36,42.27,43.56666666666666,-85.4371669561,44.3506813109
1996,Minnesota,Total carbon dioxide emissions from all sectors,All Fuels,93.95,37.76,40.05833333333333,-94.3090126515,46.3163329315
1996,Mississippi,Total carbon dioxide emissions from all sectors,All Fuels,54.44,62.82,63.60833333333334,-89.6652136847,32.750866634
1996,Missouri,Total carbon dioxide emissions from all sectors,All Fuels,122.46,52.89,54.50833333333333,-92.47741015779998,38.3676131565
1996,Montana,Total carbon dioxide emissions from all sectors,All Fuels,27.93,39.47,41.11666666666667,-109.645148622,47.0335364218
1996,Nebraska,Total carbon dioxide emissions from all sectors,All Fuels,39.57,46.82,48.4,-99.8108090713,41.5271489603
1996,Nevada,Total carbon dioxide emissions from all sectors,All Fuels,38.22,51.57,49.475,-116.65522549,39.3562373462
1996,New Hampshire,Total carbon dioxide emissions from all sectors,All Fuels,15.25,42.54,42.34166666666666,-71.5775941473,43.6856317461
1996,New Jersey,Total carbon dioxide emissions from all sectors,All Fuels,123.87,51.16,51.43333333333334,-74.6607541123,40.1844273633
1996,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,52.49,54.69,52.833333333333336,-106.108388616,34.4213707591
1996,New York,Total carbon dioxide emissions from all sectors,All Fuels,199.88,44.08,44.51666666666667,-75.5031182762,42.9403901101
1996,North Carolina,Total carbon dioxide emissions from all sectors,All Fuels,140.19,57.51,58.5,-79.3723797543,35.5415341226
1996,North Dakota,Total carbon dioxide emissions from all sectors,All Fuels,48.99,36.81,39.7,-100.469321077,47.446338517
1996,Ohio,Total carbon dioxide emissions from all sectors,All Fuels,265.63,49.14,50.39166666666667,-82.7900611953,40.291452206
1996,Oklahoma,Total carbon dioxide emissions from all sectors,All Fuels,97.3,58.91,59.69166666666666,-97.5082927121,35.5834856477
1996,Oregon,Total carbon dioxide emissions from all sectors,All Fuels,36.24,47.65,46.48333333333333,-120.555413394,43.93664816060001
1996,Pennsylvania,Total carbon dioxide emissions from all sectors,All Fuels,275.19,47.25,48.13333333333333,-77.7995595623,40.8738378455
1996,Rhode Island,Total carbon dioxide emissions from all sectors,All Fuels,13.47,48.7,48.575,-71.5536120535,41.6760813901
1996,South Carolina,Total carbon dioxide emissions from all sectors,All Fuels,69.43,61.58,62.4,-80.8961396866,33.9079742468
1996,South Dakota,Total carbon dioxide emissions from all sectors,All Fuels,12.73,42.06,44.55833333333334,-100.230507516,44.4361607025
1996,Tennessee,Total carbon dioxide emissions from all sectors,All Fuels,119.62,56.33,57.675,-86.3433803654,35.8429870949
1996,Texas,Total carbon dioxide emissions from all sectors,All Fuels,635.7,65.4,64.63333333333334,-99.3506971451,31.4844643819
1996,Utah,Total carbon dioxide emissions from all sectors,All Fuels,58.8,49.65,47.51666666666667,-111.678216374,39.3237947509
1996,Vermont,Total carbon dioxide emissions from all sectors,All Fuels,6.28,41.51,41.35,-72.6626493581,44.07519582519999
1996,Virginia,Total carbon dioxide emissions from all sectors,All Fuels,107.81,53.72,54.78333333333333,-78.8122544727,37.5150238913
1996,Washington,Total carbon dioxide emissions from all sectors,All Fuels,81.8,45.76,46.125,-120.446866425,47.3809688818
1996,West Virginia,Total carbon dioxide emissions from all sectors,All Fuels,107.85,50.42,51.575,-80.6137119661,38.6425987436
1996,Wisconsin,Total carbon dioxide emissions from all sectors,All Fuels,100.6,40.41,42.38333333333333,-90.0116942643,44.6380301915
1996,Wyoming,Total carbon dioxide emissions from all sectors,All Fuels,59.63,41.16,40.71666666666667,-107.551454075,42.999642032
1997,Alabama,Total carbon dioxide emissions from all sectors,All Fuels,134.13,62.54,63.075,-86.8283719359,32.7898321918
1997,Arizona,Total carbon dioxide emissions from all sectors,All Fuels,71.73,60.72,59.35,-111.664418336,34.2931098705
1997,Arkansas,Total carbon dioxide emissions from all sectors,All Fuels,59.15,59.84,60.425,-92.4392676639,34.8997453322
1997,California,Total carbon dioxide emissions from all sectors,All Fuels,352.67,59.25,57.38333333333333,-119.610698951,37.2460706736
